JEREMIC LECTURE NOTES EXTRACTION REPORT
==================================================
Original PDF: C:\Users\rajes\Documents\pythonprojects\real-essi-retreval-agent\documents\jeremic_lecture_notes_original.pdf
Output file: C:\Users\rajes\Documents\pythonprojects\real-essi-retreval-agent\documents\jeremic_lecture_notes_verbatim.md
Total pages: 3012
Total extracted characters: 7984591

Pages with fewer than 200 extracted characters:
[78, 79, 154, 623, 1281, 1284, 1285, 1290, 1317, 1708, 1737, 1980, 2454, 2521, 2579, 2580, 2593, 2607, 2615, 2798, 2801, 2805]

Pages with no extracted text:
None

PER-PAGE RESULTS
--------------------------------------------------
Page 1: 2072 characters | OK
Page 2640: 1973 characters | OK
Page 2641: 3331 characters | OK
Page 2642: 3051 characters | OK
Page 2643: 2766 characters | OK
Page 2644: 2378 characters | OK
Page 2645: 2445 characters | OK
Page 2646: 1998 characters | OK
Page 2647: 290 characters | OK
Page 2648: 2767 characters | OK
Page 2649: 1894 characters | OK
Page 2650: 2066 characters | OK
Page 2651: 1205 characters | OK
Page 2652: 1136 characters | OK
Page 2653: 6284 characters | OK
Page 2654: 6016 characters | OK
Page 2655: 6028 characters | OK
Page 2656: 5779 characters | OK
Page 2657: 5621 characters | OK
Page 2658: 6466 characters | OK
Page 2659: 5729 characters | OK
Page 2660: 5646 characters | OK
Page 2661: 6407 characters | OK
Page 2662: 1185 characters | OK
Page 2663: 1050 characters | OK
Page 2664: 5006 characters | OK
Page 2665: 6750 characters | OK
Page 2666: 7725 characters | OK
Page 2667: 5997 characters | OK
Page 2668: 6207 characters | OK
Page 2669: 6647 characters | OK
Page 2670: 5997 characters | OK
Page 2671: 6207 characters | OK
Page 2672: 6643 characters | OK
Page 2673: 1177 characters | OK
Page 2674: 1321 characters | OK
Page 2675: 6188 characters | OK
Page 2676: 5371 characters | OK
Page 2677: 6277 characters | OK
Page 2678: 6969 characters | OK
Page 2679: 6365 characters | OK
Page 2680: 7337 characters | OK
Page 2681: 6800 characters | OK
Page 2682: 6365 characters | OK
Page 2683: 7854 characters | OK
Page 2684: 789 characters | OK
Page 2685: 1329 characters | OK
Page 2686: 3018 characters | OK
Page 2687: 5311 characters | OK
Page 2688: 5343 characters | OK
Page 2689: 6058 characters | OK
Page 2690: 6209 characters | OK
Page 2691: 6337 characters | OK
Page 2692: 7956 characters | OK
Page 2693: 5770 characters | OK
Page 2694: 6337 characters | OK
Page 2695: 8207 characters | OK
Page 2696: 1648 characters | OK
Page 2697: 2506 characters | OK
Page 2698: 10129 characters | OK
Page 2699: 331 characters | OK
Page 2700: 737 characters | OK
Page 2701: 1900 characters | OK
Page 2702: 1069 characters | OK
Page 2703: 1623 characters | OK
Page 2704: 2783 characters | OK
Page 2705: 1935 characters | OK
Page 2706: 976 characters | OK
Page 2707: 1615 characters | OK
Page 2708: 2781 characters | OK
Page 2709: 1624 characters | OK
Page 2710: 1789 characters | OK
Page 2711: 1927 characters | OK
Page 2712: 3331 characters | OK
Page 2713: 3245 characters | OK
Page 2714: 2190 characters | OK
Page 2715: 1837 characters | OK
Page 2716: 1819 characters | OK
Page 2717: 2373 characters | OK
Page 2718: 2343 characters | OK
Page 2719: 3396 characters | OK
Page 2720: 2188 characters | OK
Page 2721: 1821 characters | OK
Page 2722: 1562 characters | OK
Page 2723: 2646 characters | OK
Page 2724: 1462 characters | OK
Page 2725: 1949 characters | OK
Page 2726: 2002 characters | OK
Page 2727: 3060 characters | OK
Page 2728: 2368 characters | OK
Page 2729: 3017 characters | OK
Page 2730: 3330 characters | OK
Page 2731: 1645 characters | OK
Page 2732: 1819 characters | OK
Page 2733: 1644 characters | OK
Page 2734: 3009 characters | OK
Page 2735: 2367 characters | OK
Page 2736: 1668 characters | OK
Page 2737: 1732 characters | OK
Page 2738: 1716 characters | OK
Page 2739: 1720 characters | OK
Page 2740: 1645 characters | OK
Page 2741: 1475 characters | OK
Page 2742: 1181 characters | OK
Page 2743: 2945 characters | OK
Page 2744: 422 characters | OK
Page 2745: 1269 characters | OK
Page 2746: 2205 characters | OK
Page 2747: 1255 characters | OK
Page 2748: 2177 characters | OK
Page 2749: 1047 characters | OK
Page 2750: 2838 characters | OK
Page 2751: 2214 characters | OK
Page 2752: 760 characters | OK
Page 2753: 1230 characters | OK
Page 2754: 1653 characters | OK
Page 2755: 1512 characters | OK
Page 2756: 1414 characters | OK
Page 2757: 1287 characters | OK
Page 2758: 1677 characters | OK
Page 2759: 335 characters | OK
Page 2760: 341 characters | OK
Page 2761: 1036 characters | OK
Page 2762: 1249 characters | OK
Page 2763: 1307 characters | OK
Page 2764: 1030 characters | OK
Page 2765: 1532 characters | OK
Page 2766: 511 characters | OK
Page 2767: 1719 characters | OK
Page 2768: 2136 characters | OK
Page 2769: 2320 characters | OK
Page 2770: 2053 characters | OK
Page 2771: 711 characters | OK
Page 2772: 2126 characters | OK
Page 2773: 1128 characters | OK
Page 2774: 785 characters | OK
Page 2775: 2344 characters | OK
Page 2776: 1209 characters | OK
Page 2777: 352 characters | OK
Page 2778: 1897 characters | OK
Page 2779: 2012 characters | OK
Page 2780: 4179 characters | OK
Page 2781: 1933 characters | OK
Page 2782: 3127 characters | OK
Page 2783: 2166 characters | OK
Page 2784: 2122 characters | OK
Page 2785: 1940 characters | OK
Page 2786: 821 characters | OK
Page 2787: 347 characters | OK
Page 2788: 1321 characters | OK
Page 2789: 2728 characters | OK
Page 2790: 2605 characters | OK
Page 2791: 1190 characters | OK
Page 2792: 1799 characters | OK
Page 2793: 1872 characters | OK
Page 2794: 1135 characters | OK
Page 2795: 2440 characters | OK
Page 2796: 1621 characters | OK
Page 2797: 2043 characters | OK
Page 2798: 188 characters | LOW TEXT
Page 2799: 2651 characters | OK
Page 2800: 1582 characters | OK
Page 2801: 166 characters | LOW TEXT
Page 2802: 3214 characters | OK
Page 2803: 2403 characters | OK
Page 2804: 1454 characters | OK
Page 2805: 148 characters | LOW TEXT
Page 2806: 2003 characters | OK
Page 2807: 2215 characters | OK
Page 2808: 2216 characters | OK
Page 2809: 1480 characters | OK
Page 2810: 230 characters | OK
Page 2811: 592 characters | OK
Page 2812: 4526 characters | OK
Page 2813: 5532 characters | OK
Page 2814: 5675 characters | OK
Page 2815: 5761 characters | OK
Page 2816: 5561 characters | OK
Page 2817: 5622 characters | OK
Page 2818: 5616 characters | OK
Page 2819: 5389 characters | OK
Page 2820: 5520 characters | OK
Page 2821: 5620 characters | OK
Page 2822: 5956 characters | OK
Page 2823: 4946 characters | OK
Page 2824: 5881 characters | OK
Page 2825: 5894 characters | OK
Page 2826: 5859 characters | OK
Page 2827: 5339 characters | OK
Page 2828: 5694 characters | OK
Page 2829: 5678 characters | OK
Page 2830: 5644 characters | OK
Page 2831: 5458 characters | OK
Page 2832: 5245 characters | OK
Page 2833: 5722 characters | OK
Page 2834: 5187 characters | OK
Page 2835: 5533 characters | OK
Page 2836: 5903 characters | OK
Page 2837: 5527 characters | OK
Page 2838: 5394 characters | OK
Page 2839: 5784 characters | OK
Page 2840: 5517 characters | OK
Page 2841: 5775 characters | OK
Page 2842: 5493 characters | OK
Page 2843: 5462 characters | OK
Page 2844: 5324 characters | OK
Page 2845: 5345 characters | OK
Page 2846: 5535 characters | OK
Page 2847: 6054 characters | OK
Page 2848: 5453 characters | OK
Page 2849: 5563 characters | OK
Page 2850: 5261 characters | OK
Page 2851: 5699 characters | OK
Page 2852: 5331 characters | OK
Page 2853: 5710 characters | OK
Page 2854: 5346 characters | OK
Page 2855: 5589 characters | OK
Page 2856: 5544 characters | OK
Page 2857: 5721 characters | OK
Page 2858: 5965 characters | OK
Page 2859: 5438 characters | OK
Page 2860: 5356 characters | OK
Page 2861: 5501 characters | OK
Page 2862: 5601 characters | OK
Page 2863: 5652 characters | OK
Page 2864: 5109 characters | OK
Page 2865: 5605 characters | OK
Page 2866: 5476 characters | OK
Page 2867: 5614 characters | OK
Page 2868: 5528 characters | OK
Page 2869: 5531 characters | OK
Page 2870: 5709 characters | OK
Page 2871: 5525 characters | OK
Page 2872: 5288 characters | OK
Page 2873: 5692 characters | OK
Page 2874: 5553 characters | OK
Page 2875: 5292 characters | OK
Page 2876: 5761 characters | OK
Page 2877: 5314 characters | OK
Page 2878: 5305 characters | OK
Page 2879: 5443 characters | OK
Page 2880: 5764 characters | OK
Page 2881: 5563 characters | OK
Page 2882: 5468 characters | OK
Page 2883: 5773 characters | OK
Page 2884: 5304 characters | OK
Page 2885: 5483 characters | OK
Page 2886: 5775 characters | OK
Page 2887: 5363 characters | OK
Page 2888: 5635 characters | OK
Page 2889: 5446 characters | OK
Page 2890: 5570 characters | OK
Page 2891: 5454 characters | OK
Page 2892: 5392 characters | OK
Page 2893: 5992 characters | OK
Page 2894: 5913 characters | OK
Page 2895: 5872 characters | OK
Page 2896: 6197 characters | OK
Page 2897: 5339 characters | OK
Page 2898: 5296 characters | OK
Page 2899: 5771 characters | OK
Page 2900: 5531 characters | OK
Page 2901: 5713 characters | OK
Page 2902: 5708 characters | OK
Page 2903: 5466 characters | OK
Page 2904: 5401 characters | OK
Page 2905: 5459 characters | OK
Page 2906: 5426 characters | OK
Page 2907: 5622 characters | OK
Page 2908: 5615 characters | OK
Page 2909: 5709 characters | OK
Page 2910: 5540 characters | OK
Page 2911: 5540 characters | OK
Page 2912: 5779 characters | OK
Page 2913: 5485 characters | OK
Page 2914: 5460 characters | OK
Page 2915: 5724 characters | OK
Page 2916: 5734 characters | OK
Page 2917: 5405 characters | OK
Page 2918: 5556 characters | OK
Page 2919: 5549 characters | OK
Page 2920: 5116 characters | OK
Page 2921: 5542 characters | OK
Page 2922: 5457 characters | OK
Page 2923: 5282 characters | OK
Page 2924: 5728 characters | OK
Page 2925: 5616 characters | OK
Page 2926: 5713 characters | OK
Page 2927: 5863 characters | OK
Page 2928: 5322 characters | OK
Page 2929: 5570 characters | OK
Page 2930: 5567 characters | OK
Page 2931: 5320 characters | OK
Page 2932: 5760 characters | OK
Page 2933: 5748 characters | OK
Page 2934: 5312 characters | OK
Page 2935: 5459 characters | OK
Page 2936: 5772 characters | OK
Page 2937: 5428 characters | OK
Page 2938: 5248 characters | OK
Page 2939: 5490 characters | OK
Page 2940: 5448 characters | OK
Page 2941: 5517 characters | OK
Page 2942: 5378 characters | OK
Page 2943: 5423 characters | OK
Page 2944: 5103 characters | OK
Page 2945: 5366 characters | OK
Page 2946: 5678 characters | OK
Page 2947: 5545 characters | OK
Page 2948: 5506 characters | OK
Page 2949: 5756 characters | OK
Page 2950: 5604 characters | OK
Page 2951: 5793 characters | OK
Page 2952: 5316 characters | OK
Page 2953: 6017 characters | OK
Page 2954: 5736 characters | OK
Page 2955: 6150 characters | OK
Page 2956: 5976 characters | OK
Page 2957: 5272 characters | OK
Page 2958: 5730 characters | OK
Page 2959: 5282 characters | OK
Page 2960: 5841 characters | OK
Page 2961: 5723 characters | OK
Page 2962: 5545 characters | OK
Page 2963: 5664 characters | OK
Page 2964: 5749 characters | OK
Page 2965: 5734 characters | OK
Page 2966: 5170 characters | OK
Page 2967: 5425 characters | OK
Page 2968: 5768 characters | OK
Page 2969: 5354 characters | OK
Page 2970: 5481 characters | OK
Page 2971: 5737 characters | OK
Page 2972: 5727 characters | OK
Page 2973: 5434 characters | OK
Page 2974: 5197 characters | OK
Page 2975: 5459 characters | OK
Page 2976: 5581 characters | OK
Page 2977: 5465 characters | OK
Page 2978: 5653 characters | OK
Page 2979: 5683 characters | OK
Page 2980: 5248 characters | OK
Page 2981: 5691 characters | OK
Page 2982: 5459 characters | OK
Page 2983: 5159 characters | OK
Page 2984: 5525 characters | OK
Page 2985: 5364 characters | OK
Page 2986: 5554 characters | OK
Page 2987: 5557 characters | OK
Page 2988: 5484 characters | OK
Page 2989: 5447 characters | OK
Page 2990: 5327 characters | OK
Page 2991: 5498 characters | OK
Page 2992: 5643 characters | OK
Page 2993: 5553 characters | OK
Page 2994: 5659 characters | OK
Page 2995: 5315 characters | OK
Page 2996: 5172 characters | OK
Page 2997: 4913 characters | OK
Page 2998: 5557 characters | OK
Page 2999: 5674 characters | OK
Page 3000: 5574 characters | OK
Page 3001: 5371 characters | OK
Page 3002: 5624 characters | OK
Page 3003: 5556 characters | OK
Page 3004: 5462 characters | OK
Page 3005: 5633 characters | OK
Page 3006: 5694 characters | OK
Page 3007: 5371 characters | OK
Page 3008: 5562 characters | OK
Page 3009: 5397 characters | OK
Page 3010: 5366 characters | OK
Page 3011: 2437 characters | OK
Page 3012: 269 characters | OK
